Element Name,Windows NT,Windows,Windows CE,Win32s,Component,Component Version,Header File,Import Library,Unicode,Element Type
IMAPIViewContext::GetViewStatus,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMAPIViewContext::SetAdviseSink,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IMessage::CreateAttach,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::DeleteAttach,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::GetAttachmentTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::GetRecipientTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::ModifyRecipients,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::OpenAttach,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::SetReadFlag,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMessage::SubmitMessage,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgServiceAdmin::AdminProviders,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::ConfigureMsgService,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::CopyMsgService,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::CreateMsgService,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::DeleteMsgService,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::GetMsgServiceTable,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::GetProviderTable,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::MsgServiceTransportOrder,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::OpenProfileSection,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::RenameMsgService,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgServiceAdmin::SetPrimaryIdentity,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IMsgStore::AbortSubmit,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::Advise,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::CompareEntryIDs,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::FinishedMsg,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::GetOutgoingQueue,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::GetReceiveFolder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::GetReceiveFolderTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::NotifyNewMail,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::SetLockState,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::SetReceiveFolder,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::StoreLogoff,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMsgStore::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IMSLogon::Advise,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSLogon::CompareEntryIDs,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSLogon::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSLogon::Logoff,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSLogon::OpenEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSLogon::OpenStatusEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSLogon::Unadvise,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSProvider::CompareStoreIDs,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSProvider::Logon,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSProvider::Shutdown,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IMSProvider::SpoolerLogon,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IPersistMessage::GetClassID,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::HandsOffMessage,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::InitNew,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::IsDirty,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::Load,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::Save,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IPersistMessage::SaveCompleted,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,interface method
IProfAdmin::AdminServices,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::ChangeProfilePassword,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::CopyProfile,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::CreateProfile,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::DeleteProfile,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::GetProfileTable,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::RenameProfile,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IProfAdmin::SetDefaultProfile,,,,,MAPI,MAPI 1.0 or later,mapix.h,,,interface method
IPropData::HrAddObjProps,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
IPropData::HrGetPropAccess,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
IPropData::HrSetObjAccess,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
IPropData::HrSetPropAccess,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
IProviderAdmin::CreateProvider,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IProviderAdmin::DeleteProvider,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IProviderAdmin::GetLastError,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IProviderAdmin::GetProviderTable,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
IProviderAdmin::OpenProfileSection,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,interface method
ISpoolerHook::InboundMsgHook,,,,,MAPI,MAPI 1.0 or later,mapihook.h,,,interface method
ISpoolerHook::OutboundMsgHook,,,,,MAPI,MAPI 1.0 or later,mapihook.h,,,interface method
ITableData::HrDeleteRow,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrDeleteRows,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrEnumRow,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrGetView,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrInsertRow,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrModifyRow,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrModifyRows,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrNotify,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITableData::HrQueryRow,,,,,MAPI,MAPI 1.0 or later,mapiutil.h,,,interface method
ITnef::AddProps,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
ITnef::EncodeRecips,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
ITnef::ExtractProps,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
ITnef::Finish,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
ITnef::FinishComponent,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
ITnef::OpenTaggedBody,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
ITnef::SetProps,,,,,MAPI,MAPI 1.0 or later,tnef.h,,,interface method
IXPLogon::AddressTypes,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::EndMessage,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::FlushQueues,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::Idle,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::OpenStatusEntry,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::Poll,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::RegisterOptions,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::StartMessage,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::SubmitMessage,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::TransportLogoff,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::TransportNotify,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPLogon::ValidateState,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPProvider : IUnknown,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPProvider::Shutdown,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
IXPProvider::TransportLogon,,,,,MAPI,MAPI 1.0 or later,mapispi.h,,,interface method
CbADRLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbFLATENTRY,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbFLATENTRYLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbFLATMTSIDLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbMAPIFormInfoArray,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,macro
CbMAPIFormPropArray,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,macro
CbMAPIVerbArray,,,,,MAPI,MAPI 1.0 or later,mapiform.h,,,macro
CbMessageClassArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbMTSID,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewADRLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewENTRYID,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewFLATENTRY,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewFLATENTRYLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewFLATMTSIDLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewMTSID,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewSPropAttrArray,,,,,MAPI,MAPI 1.0 or later,imessage.h,,,macro
CbNewSPropProblemArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewSPropTagArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewSRowSet,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbNewSSortOrderSet,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbSPropAttrArray,,,,,MAPI,MAPI 1.0 or later,imessage.h,,,macro
CbSPropProblemArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbSPropTagArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbSRowSet,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CbSSortOrderSet,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
CHANGE_PROP_TYPE,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
IsEqualMAPIUID,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
MVI_PROP,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
PROP_ID,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
PROP_TAG,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
PROP_TYPE,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedADRLIST,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblButton,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblCheckBox,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblComboBox,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblEdit,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblGroupBox,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblLabel,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedDtblPage,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedENTRYID,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedSPropProblemArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedSPropTagArray,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedSRowSet,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
SizedSSortOrderSet,,,,,MAPI,MAPI 1.0 or later,mapidefs.h,,,macro
PR_7BIT_DISPLAY_NAME,,,,,MAPI,MAPI 1.0a and later,mapitags.h,,,property
PR_AB_DEFAULT_DIR,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AB_DEFAULT_PAB,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AB_PROVIDER_ID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AB_PROVIDERS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AB_SEARCH_PATH,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AB_SEARCH_PATH_UPDATE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ACCESS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ACCESS_LEVEL,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ACCOUNT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ACKNOWLEDGEMENT_MODE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ADDRTYPE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ALTERNATE_RECIPIENT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ALTERNATE_RECIPIENT_ALLOWED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ANR,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ASSISTANT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ASSISTANT_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ASSOC_CONTENT_COUNT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_DATA_BIN,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_DATA_OBJ,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_ENCODING,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_EXTENSION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_LONG_PATHNAME,,,,,MAPI,MAPI 1.0a and later,mapitags.h,,,property
PR_ATTACH_METHOD,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_MIME_TAG,,,,,MAPI,MAPI 1.0a and later,mapitags.h,,,property
PR_ATTACH_NUM,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_PATHNAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_RENDERING,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_SIZE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_TAG,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACH_TRANSPORT_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ATTACHMENT_X400_PARAMETERS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AUTHORIZING_USERS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AUTO_FORWARD_COMMENT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_AUTO_FORWARDED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_BODY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_BODY_CRC,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_BUSINESS_FAX_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_BUSINESS_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_BUSINESS2_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CALLBACK_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CAPABILITIES_TABLE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CAR_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CLIENT_SUBMIT_TIME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_COMMENT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_COMMON_VIEWS_ENTRYID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_COMPANY_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTAINER_CLASS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTAINER_CONTENTS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTAINER_FLAGS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTAINER_HIERARCHY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTAINER_MODIFY_VERSION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_CONFIDENTIALITY_ALGORITHM_ID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_CORRELATOR,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_COUNT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_IDENTIFIER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_INTEGRITY_CHECK,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_LENGTH,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_RETURN_REQUESTED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENT_UNREAD,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTENTS_SORT_ORDER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTROL_FLAGS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTROL_ID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTROL_STRUCTURE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONTROL_TYPE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONVERSATION_INDEX,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONVERSATION_KEY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONVERSATION_PR_CONVERSION_EITS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONVERSION_PROHIBITED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONVERSION_WITH_LOSS_PROHIBITED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CONVERTED_EITS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CORRELATE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CORRELATE_MTSID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_COUNTRY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CREATE_TEMPLATES,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CREATION_TIME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CREATION_VERSION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_CURRENT_VERSION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEF_CREATE_DL,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEF_CREATE_MAILUSER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEFAULT_STORE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEFAULT_VIEW_ENTRYID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEFERRED_DELIVERY_TIME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DELEGATION,,,,,MAPI,MAPI 1.0a and later,mapitags.h,,,property
PR_DELETE_AFTER_SUBMIT,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DELIVER_TIME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DELIVERY_POINT,,,,,MAPI,MAPI 1.0a and later,mapitags.h,,,property
PR_DELTAX,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DELTAY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEPARTMENT_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DEPTH,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DETAILS_TABLE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISC_VAL,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISCARD_REASON,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISCLOSURE_OF_RECIPIENTS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISCRETE_VALUES,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISPLAY_BCC,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISPLAY_CC,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISPLAY_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISPLAY_TO,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DISPLAY_TYPE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DL_EXPANSION_HISTORY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_DL_EXPANSION_PROHIBITED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_EMAIL_ADDRESS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_END_DATE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ENTRYID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_EXPIRY_TIME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_EXPLICIT_CONVERSION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FILTERING_HOOKS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FINDER_ENTRYID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FOLDER_ASSOCIATED_CONTENTS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FOLDER_TYPE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_CATEGORY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_CATEGORY_SUB,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_CLSID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_CONTACT_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_DESIGNER_GUID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_DESIGNER_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_HIDDEN,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_HOST_MAP,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_MESSAGE_BEHAVIOR,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_FORM_VERSION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_GENERATION,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_GIVEN_NAME,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_GOVERNMENT_ID_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_HASATTACH,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_HEADER_FOLDER_ENTRYID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_HOME_FAX_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_HOME_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_HOME2_TELEPHONE_NUMBER,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_ICON,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_IDENTITY_DISPLAY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_IDENTITY_ENTRYID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_IDENTITY_SEARCH_KEY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_IMPLICIT_CONVERSION_PROHIBITED,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_IMPORTANCE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_INCOMPLETE_COPY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_INITIAL_DETAILS_PANE,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_INITIALS,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_INSTANCE_KEY,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
PR_IPM_ID,,,,,MAPI,MAPI 1.0 or later,mapitags.h,,,property
